first,second,third 
"Plant species (higher), threatened",['/indicator/EN.HPT.THRD.NO?downloadformat=excel']
Population living in areas where elevation is below 5 meters (% of total population),['/indicator/EN.POP.EL5M.ZS?downloadformat=excel']
Population living in slums (% of urban population),['/indicator/EN.POP.SLUM.UR.ZS?downloadformat=excel']
Renewable electricity output (% of total electricity output),['/indicator/EG.ELC.RNEW.ZS?downloadformat=excel']
Renewable energy consumption (% of total final energy consumption),['/indicator/EG.FEC.RNEW.ZS?downloadformat=excel']
Renewable internal freshwater resources per capita (cubic meters),['/indicator/ER.H2O.INTR.PC?downloadformat=excel']
"Renewable internal freshwater resources, total (billion cubic meters)",['/indicator/ER.H2O.INTR.K3?downloadformat=excel']
Rural land area (sq. km),['/indicator/AG.LND.TOTL.RU.K2?downloadformat=excel']
Rural land area where elevation is below 5 meters (% of total land area),['/indicator/AG.LND.EL5M.RU.ZS?downloadformat=excel']
Rural land area where elevation is below 5 meters (sq. km),['/indicator/AG.LND.EL5M.RU.K2?downloadformat=excel']
Rural population living in areas where elevation is below 5 meters (% of total population),['/indicator/EN.POP.EL5M.RU.ZS?downloadformat=excel']
SF6 gas emissions (thousand metric tons of CO2 equivalent),['/indicator/EN.ATM.SF6G.KT.CE?downloadformat=excel']
Surface area (sq. km),['/indicator/AG.SRF.TOTL.K2?downloadformat=excel']
Terrestrial and marine protected areas (% of total territorial area),['/indicator/ER.PTD.TOTL.ZS?downloadformat=excel']
Terrestrial protected areas (% of total land area),['/indicator/ER.LND.PTLD.ZS?downloadformat=excel']
Total fisheries production (metric tons),['/indicator/ER.FSH.PROD.MT?downloadformat=excel']
Total greenhouse gas emissions (% change from 1990),['/indicator/EN.ATM.GHGT.ZG?downloadformat=excel']
Total greenhouse gas emissions (kt of CO2 equivalent),['/indicator/EN.ATM.GHGT.KT.CE?downloadformat=excel']
Total natural resources rents (% of GDP),['/indicator/NY.GDP.TOTL.RT.ZS?downloadformat=excel']
Urban land area (sq. km),['/indicator/AG.LND.TOTL.UR.K2?downloadformat=excel']
Urban land area where elevation is below 5 meters (% of total land area),['/indicator/AG.LND.EL5M.UR.ZS?downloadformat=excel']
Urban land area where elevation is below 5 meters (sq. km),['/indicator/AG.LND.EL5M.UR.K2?downloadformat=excel']
Urban population living in areas where elevation is below 5 meters (% of total population),['/indicator/EN.POP.EL5M.UR.ZS?downloadformat=excel']
"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",['/indicator/ER.GDP.FWTL.M3.KD?downloadformat=excel']
Average grace period on new external debt commitments (years),['/indicator/DT.GPA.DPPG?downloadformat=excel']
"Average grace period on new external debt commitments, official (years)",['/indicator/DT.GPA.OFFT?downloadformat=excel']
"Average grace period on new external debt commitments, private (years)",['/indicator/DT.GPA.PRVT?downloadformat=excel']
Average grant element on new external debt commitments (%),['/indicator/DT.GRE.DPPG?downloadformat=excel']
"Average grant element on new external debt commitments, official (%)",['/indicator/DT.GRE.OFFT?downloadformat=excel']
"Average grant element on new external debt commitments, private (%)",['/indicator/DT.GRE.PRVT?downloadformat=excel']
Average interest on new external debt commitments (%),['/indicator/DT.INR.DPPG?downloadformat=excel']
"Average interest on new external debt commitments, official (%)",['/indicator/DT.INR.OFFT?downloadformat=excel']
"Average interest on new external debt commitments, private (%)",['/indicator/DT.INR.PRVT?downloadformat=excel']
Average maturity on new external debt commitments (years),['/indicator/DT.MAT.DPPG?downloadformat=excel']
"Average maturity on new external debt commitments, official (years)",['/indicator/DT.MAT.OFFT?downloadformat=excel']
"Average maturity on new external debt commitments, private (years)",['/indicator/DT.MAT.PRVT?downloadformat=excel']
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",['/indicator/DT.NFL.PCBO.CD?downloadformat=excel']
"Commitments, IBRD (COM, current US$)",['/indicator/DT.COM.MIBR.CD?downloadformat=excel']
"Commitments, IDA (COM, current US$)",['/indicator/DT.COM.MIDA.CD?downloadformat=excel']
"Commitments, official creditors (COM, current US$)",['/indicator/DT.COM.OFFT.CD?downloadformat=excel']
"Commitments, private creditors (COM, current US$)",['/indicator/DT.COM.PRVT.CD?downloadformat=excel']
"Commitments, public and publicly guaranteed (COM, current US$)",['/indicator/DT.COM.DPPG.CD?downloadformat=excel']
Concessional debt (% of total external debt),['/indicator/DT.DOD.ALLC.ZS?downloadformat=excel']
"Currency composition of PPG debt, Deutsche mark (%)",['/indicator/DT.CUR.DMAK.ZS?downloadformat=excel']
"Currency composition of PPG debt, Euro (%)",['/indicator/DT.CUR.EURO.ZS?downloadformat=excel']
"Currency composition of PPG debt, French franc (%)",['/indicator/DT.CUR.FFRC.ZS?downloadformat=excel']
"Currency composition of PPG debt, Japanese yen (%)",['/indicator/DT.CUR.JYEN.ZS?downloadformat=excel']
"Currency composition of PPG debt, Multiple currencies (%)",['/indicator/DT.CUR.MULC.ZS?downloadformat=excel']
"Currency composition of PPG debt, Pound sterling (%)",['/indicator/DT.CUR.UKPS.ZS?downloadformat=excel']
"Currency composition of PPG debt, SDR (%)",['/indicator/DT.CUR.SDRW.ZS?downloadformat=excel']
"Currency composition of PPG debt, Swiss franc (%)",['/indicator/DT.CUR.SWFR.ZS?downloadformat=excel']
"Currency composition of PPG debt, U.S. dollars (%)",['/indicator/DT.CUR.USDL.ZS?downloadformat=excel']
"Currency composition of PPG debt, all other currencies (%)",['/indicator/DT.CUR.OTHC.ZS?downloadformat=excel']
"Current account balance (BoP, current US$)",['/indicator/BN.CAB.XOKA.CD?downloadformat=excel']
Debt buyback (current US$),['/indicator/DT.DSB.DPPG.CD?downloadformat=excel']
Debt forgiveness grants (current US$),['/indicator/DT.DOD.MDRI.CD?downloadformat=excel']
Debt forgiveness or reduction (current US$),['/indicator/DT.DFR.DPPG.CD?downloadformat=excel']
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",['/indicator/DT.TDS.DPPF.XP.ZS?downloadformat=excel']
"Debt service on external debt, long-term (TDS, current US$)",['/indicator/DT.TDS.DLXF.CD?downloadformat=excel']
"Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)",['/indicator/DT.TDS.DPNG.CD?downloadformat=excel']
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",['/indicator/DT.TDS.DPPG.CD?downloadformat=excel']
"Debt service on external debt, total (TDS, current US$)",['/indicator/DT.TDS.DECT.CD?downloadformat=excel']
Debt stock reduction (current US$),['/indicator/DT.DSF.DPPG.CD?downloadformat=excel']
Debt stock rescheduled (current US$),['/indicator/DT.DXR.DPPG.CD?downloadformat=excel']
"Disbursements on external debt, long-term (DIS, current US$)",['/indicator/DT.DIS.DLXF.CD?downloadformat=excel']
"Disbursements on external debt, long-term + IMF (DIS, current US$)",['/indicator/DT.DIS.DLTF.CD?downloadformat=excel']
"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",['/indicator/DT.DIS.DPNG.CD?downloadformat=excel']
"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",['/indicator/DT.DIS.DPPG.CD?downloadformat=excel']
"EBRD, private nonguaranteed (NFL, current US$)",['/indicator/DT.NFL.NEBR.CD?downloadformat=excel']
"Exports of goods, services and primary income (BoP, current US$)",['/indicator/BX.GSR.TOTL.CD?downloadformat=excel']
External debt stocks (% of GNI),['/indicator/DT.DOD.DECT.GN.ZS?downloadformat=excel']
"External debt stocks (% of exports of goods, services and primary income)",['/indicator/DT.DOD.DECT.EX.ZS?downloadformat=excel']
"External debt stocks, concessional (DOD, current US$)",['/indicator/DT.DOD.ALLC.CD?downloadformat=excel']
"External debt stocks, long-term (DOD, current US$)",['/indicator/DT.DOD.DLXF.CD?downloadformat=excel']
"External debt stocks, long-term private sector (DOD, current US$)",['/indicator/DT.DOD.PRVS.CD?downloadformat=excel']
"External debt stocks, long-term public sector (DOD, current US$)",['/indicator/DT.DOD.PUBS.CD?downloadformat=excel']
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",['/indicator/DT.DOD.DPNG.CD?downloadformat=excel']
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",['/indicator/DT.DOD.DPPG.CD?downloadformat=excel']
"External debt stocks, short-term (DOD, current US$)",['/indicator/DT.DOD.DSTC.CD?downloadformat=excel']
"External debt stocks, total (DOD, current US$)",['/indicator/DT.DOD.DECT.CD?downloadformat=excel']
"External debt stocks, variable rate (DOD, current US$)",['/indicator/DT.DOD.VTOT.CD?downloadformat=excel']
"Foreign direct investment, net inflows (BoP, current US$)",['/indicator/BX.KLT.DINV.CD.WD?downloadformat=excel']
GNI (current US$),['/indicator/NY.GNP.MKTP.CD?downloadformat=excel']
"Grants, excluding technical cooperation (BoP, current US$)",['/indicator/BX.GRT.EXTA.CD.WD?downloadformat=excel']
"IBRD loans and IDA credits (DOD, current US$)",['/indicator/DT.DOD.MWBG.CD?downloadformat=excel']
IDA grants (current US$),['/indicator/DT.DIS.IDAG.CD?downloadformat=excel']
"IFC, private nonguaranteed (NFL, current US$)",['/indicator/DT.NFL.NIFC.CD?downloadformat=excel']
"IMF charges (INT, current US$)",['/indicator/DT.INT.DIMF.CD?downloadformat=excel']
"IMF purchases (DIS, current US$)",['/indicator/DT.DIS.DIMF.CD?downloadformat=excel']
"IMF repurchases (AMT, current US$)",['/indicator/DT.AMT.DIMF.CD?downloadformat=excel']
"IMF repurchases and charges (TDS, current US$)",['/indicator/DT.TDS.DIMF.CD?downloadformat=excel']
"Imports of goods, services and primary income (BoP, current US$)",['/indicator/BM.GSR.TOTL.CD?downloadformat=excel']
"Interest arrears, long-term DOD (US$)",['/indicator/DT.IXA.DPPG.CD?downloadformat=excel']
"Interest arrears, official creditors (current US$)",['/indicator/DT.IXA.OFFT.CD?downloadformat=excel']
"Interest arrears, private creditors (current US$)",['/indicator/DT.IXA.PRVT.CD?downloadformat=excel']
Interest forgiven (current US$),['/indicator/DT.IXF.DPPG.CD?downloadformat=excel']
Interest payments on external debt (% of GNI),['/indicator/DT.INT.DECT.GN.ZS?downloadformat=excel']
"Interest payments on external debt (% of exports of goods, services and primary income)",['/indicator/DT.INT.DECT.EX.ZS?downloadformat=excel']
"Interest payments on external debt, long-term (INT, current US$)",['/indicator/DT.INT.DLXF.CD?downloadformat=excel']
"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",['/indicator/DT.INT.DPNG.CD?downloadformat=excel']
"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",['/indicator/DT.INT.DPPG.CD?downloadformat=excel']
"Interest payments on external debt, short-term (INT, current US$)",['/indicator/DT.INT.DSTC.CD?downloadformat=excel']
"Interest payments on external debt, total (INT, current US$)",['/indicator/DT.INT.DECT.CD?downloadformat=excel']
Interest rescheduled (capitalized) (current US$),['/indicator/DT.IXR.DPPG.CD?downloadformat=excel']
"Interest rescheduled, official (current US$)",['/indicator/DT.IXR.OFFT.CD?downloadformat=excel']
"Interest rescheduled, private (current US$)",['/indicator/DT.IXR.PRVT.CD?downloadformat=excel']
Multilateral debt (% of total external debt),['/indicator/DT.DOD.MLAT.ZS?downloadformat=excel']
Multilateral debt service (% of public and publicly guaranteed debt service),['/indicator/DT.TDS.MLAT.PG.ZS?downloadformat=excel']
"Multilateral debt service (TDS, current US$)",['/indicator/DT.TDS.MLAT.CD?downloadformat=excel']
Net ODA received (% of GNI),['/indicator/DT.ODA.ODAT.GN.ZS?downloadformat=excel']
Net ODA received per capita (current US$),['/indicator/DT.ODA.ODAT.PC.ZS?downloadformat=excel']
Net change in interest arrears (current US$),['/indicator/DT.IXA.DPPG.CD.CG?downloadformat=excel']
"Net financial flows, IBRD (NFL, current US$)",['/indicator/DT.NFL.MIBR.CD?downloadformat=excel']
"Net financial flows, IDA (NFL, current US$)",['/indicator/DT.NFL.MIDA.CD?downloadformat=excel']
"Net financial flows, IMF concessional (NFL, current US$)",['/indicator/DT.NFL.IMFC.CD?downloadformat=excel']
"Net financial flows, IMF nonconcessional (NFL, current US$)",['/indicator/DT.NFL.IMFN.CD?downloadformat=excel']
"Net financial flows, RDB concessional (NFL, current US$)",['/indicator/DT.NFL.RDBC.CD?downloadformat=excel']
"Net financial flows, RDB nonconcessional (NFL, current US$)",['/indicator/DT.NFL.RDBN.CD?downloadformat=excel']
"Net financial flows, bilateral (NFL, current US$)",['/indicator/DT.NFL.BLAT.CD?downloadformat=excel']
"Net financial flows, multilateral (NFL, current US$)",['/indicator/DT.NFL.MLAT.CD?downloadformat=excel']
"Net financial flows, others (NFL, current US$)",['/indicator/DT.NFL.MOTH.CD?downloadformat=excel']
"Net flows on external debt, long-term (NFL, current US$)",['/indicator/DT.NFL.DLXF.CD?downloadformat=excel']
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",['/indicator/DT.NFL.DPNG.CD?downloadformat=excel']
"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",['/indicator/DT.NFL.DPPG.CD?downloadformat=excel']
"Net flows on external debt, short-term (NFL, current US$)",['/indicator/DT.NFL.DSTC.CD?downloadformat=excel']
"Net flows on external debt, total (NFL, current US$)",['/indicator/DT.NFL.DECT.CD?downloadformat=excel']
Net official development assistance received (current US$),['/indicator/DT.ODA.ODAT.CD?downloadformat=excel']
"Net transfers on external debt, long-term (NTR, current US$)",['/indicator/DT.NTR.DLXF.CD?downloadformat=excel']
"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",['/indicator/DT.NTR.DPNG.CD?downloadformat=excel']
"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",['/indicator/DT.NTR.DPPG.CD?downloadformat=excel']
"Net transfers on external debt, total (NTR, current US$)",['/indicator/DT.NTR.DECT.CD?downloadformat=excel']
"PNG, bonds (AMT, current US$)",['/indicator/DT.AMT.PNGB.CD?downloadformat=excel']
"PNG, bonds (DIS, current US$)",['/indicator/DT.DIS.PNGB.CD?downloadformat=excel']
"PNG, bonds (DOD, current US$)",['/indicator/DT.DOD.PNGB.CD?downloadformat=excel']
"PNG, bonds (INT, current US$)",['/indicator/DT.INT.PNGB.CD?downloadformat=excel']
"PNG, bonds (NFL, current US$)",['/indicator/DT.NFL.PNGB.CD?downloadformat=excel']
"PNG, bonds (NTR, current US$)",['/indicator/DT.NTR.PNGB.CD?downloadformat=excel']
"PNG, bonds (TDS, current US$)",['/indicator/DT.TDS.PNGB.CD?downloadformat=excel']
"PNG, commercial banks and other creditors (AMT, current US$)",['/indicator/DT.AMT.PNGC.CD?downloadformat=excel']
"PNG, commercial banks and other creditors (DIS, current US$)",['/indicator/DT.DIS.PNGC.CD?downloadformat=excel']
"PNG, commercial banks and other creditors (DOD, current US$)",['/indicator/DT.DOD.PNGC.CD?downloadformat=excel']
"PNG, commercial banks and other creditors (INT, current US$)",['/indicator/DT.INT.PNGC.CD?downloadformat=excel']
"PNG, commercial banks and other creditors (NFL, current US$)",['/indicator/DT.NFL.PNGC.CD?downloadformat=excel']
"PNG, commercial banks and other creditors (NTR, current US$)",['/indicator/DT.NTR.PNGC.CD?downloadformat=excel']
"PNG, commercial banks and other creditors (TDS, current US$)",['/indicator/DT.TDS.PNGC.CD?downloadformat=excel']
"PPG, IBRD (AMT, current US$)",['/indicator/DT.AMT.MIBR.CD?downloadformat=excel']
"PPG, IBRD (DIS, current US$)",['/indicator/DT.DIS.MIBR.CD?downloadformat=excel']
